freqs (cycles/rot),amps,mag (ohm-cm),phase,amp_ratio,ACT_str,ACT,T,H,geo
8,(-2.811371931873127e-07+5.024779061723019e-08j),2.8559230006278773e-07,6.196892907237341,0.17142553488536613,ACTRot12,12.0,5.0,0.5,para
3,(7.068221477888737e-09-1.9093661885202184e-07j),1.910674021739521e-07,6.196892907237341,0.11468737640904934,ACTRot12,12.0,5.0,0.5,para
6,(-5.0817311198808963e-08-1.6014740098218204e-07j),1.6801663357782288e-07,6.196892907237341,0.10085125290277305,ACTRot12,12.0,5.0,0.5,para
4,(1.2881771924111489e-07-9.650270725703164e-08j),1.6095582405871198e-07,6.196892907237341,0.09661303272571939,ACTRot12,12.0,5.0,0.5,para
9,(-1.4327645803370213e-07+7.284557378638344e-08j),1.6073151852375018e-07,6.196892907237341,0.09647839430479516,ACTRot12,12.0,5.0,0.5,para
1,(1.2059722049017737e-07+2.108678913899054e-08j),1.2242688538939764e-07,6.196892907237341,0.07348620501187487,ACTRot12,12.0,5.0,0.5,para
5,(-8.6237044091301e-08-4.113184085795859e-08j),9.554400088948244e-08,6.196892907237341,0.05734987061614251,ACTRot12,12.0,5.0,0.5,para
7,(-5.433916510983142e-08+4.1401080562649095e-09j),5.449665457210259e-08,6.196892907237341,0.032711379674563515,ACTRot12,12.0,5.0,0.5,para
0,(-1.7142741545784673e-20+0j),1.7142741545784673e-20,6.196892907237341,1.0289855987859789e-14,ACTRot12,12.0,5.0,0.5,para
2,(1.4427972502325501e-05-2.2673939204660477e-05j),2.6875154131362674e-05,5.279090011123243,1.0,ACTRot12,12.0,5.0,3.0,para
4,(-2.266060100948896e-05+8.84668404447637e-06j),2.432625447318277e-05,5.279090011123243,0.9051577659528509,ACTRot12,12.0,5.0,3.0,para
6,(-8.463779639858979e-07+1.6033195655587316e-06j),1.813005594923621e-06,5.279090011123243,0.06746028640661399,ACTRot12,12.0,5.0,3.0,para
8,(-1.357480067364637e-06-8.48278689956499e-07j),1.6007276061612149e-06,5.279090011123243,0.059561615845514476,ACTRot12,12.0,5.0,3.0,para
3,(1.3753963808574906e-06-2.6951431340596517e-07j),1.4015538411372473e-06,5.279090011123243,0.05215054151081749,ACTRot12,12.0,5.0,3.0,para
1,(1.9554223768516654e-07+1.0955159703837358e-06j),1.1128306286604177e-06,5.279090011123243,0.0414074138224856,ACTRot12,12.0,5.0,3.0,para
5,(-7.80384978508627e-07+7.129884005138389e-07j),1.0570492769730238e-06,5.279090011123243,0.03933184054708256,ACTRot12,12.0,5.0,3.0,para
9,(-8.703100464490873e-08+9.963361966806705e-07j),1.0001300978300802e-06,5.279090011123243,0.03721392974870242,ACTRot12,12.0,5.0,3.0,para
7,(5.08465197727314e-07+2.841911333519436e-07j),5.824958863165805e-07,5.279090011123243,0.02167414123355004,ACTRot12,12.0,5.0,3.0,para
0,(2.942837298693035e-19+0j),2.942837298693035e-19,5.279090011123243,1.0950029474468439e-14,ACTRot12,12.0,5.0,3.0,para
4,(-6.551214793928108e-05-5.3338618023389494e-05j),8.447987748726498e-05,3.8249197552038066,1.0,ACTRot12,12.0,5.0,7.0,para
2,(1.769141333165013e-05+1.6855785033031555e-05j),2.4435703279239958e-05,3.8249197552038066,0.28924880108785134,ACTRot12,12.0,5.0,7.0,para
6,(2.8600883797933216e-06-2.037001755354361e-05j),2.0569825489583125e-05,3.8249197552038066,0.24348787073802217,ACTRot12,12.0,5.0,7.0,para
8,(2.5824619256556913e-06-1.783123420765048e-06j),3.1382540896399943e-06,3.8249197552038066,0.03714794792538701,ACTRot12,12.0,5.0,7.0,para
3,(2.942482274675088e-06+9.526678744262963e-07j),3.0928591975292048e-06,3.8249197552038066,0.03661060230580284,ACTRot12,12.0,5.0,7.0,para
9,(-1.05830983701477e-06-8.82843500638399e-07j),1.37819895433921e-06,3.8249197552038066,0.01631393173536465,ACTRot12,12.0,5.0,7.0,para
5,(-1.0415983642830254e-06-7.391735250416014e-07j),1.2772253726729285e-06,3.8249197552038066,0.015118693476626612,ACTRot12,12.0,5.0,7.0,para
1,(1.1022290595007596e-06+5.044803462881649e-07j),1.2121919482486904e-06,3.8249197552038066,0.014348883832501103,ACTRot12,12.0,5.0,7.0,para
7,(-3.836498300367901e-07-8.22581203970995e-07j),9.076491773882847e-07,3.8249197552038066,0.010743968911710476,ACTRot12,12.0,5.0,7.0,para
0,(-2.771409883235189e-19+0j),2.771409883235189e-19,3.8249197552038066,3.280556229088955e-15,ACTRot12,12.0,5.0,7.0,para
4,(-6.540400107968671e-05+5.465368368887179e-05j),8.523325934161448e-05,6.000210694690809,1.0,ACTRot12,12.0,5.0,9.0,para
6,(4.017314941355522e-06+3.227631782768877e-05j),3.2525367205490825e-05,6.000210694690809,0.38160417021164605,ACTRot12,12.0,5.0,9.0,para
2,(4.767655077017166e-06+4.9991775010435374e-06j),6.9081336568097365e-06,6.000210694690809,0.08104974173429143,ACTRot12,12.0,5.0,9.0,para
8,(4.524503501573126e-06+4.795854226103381e-06j),6.593280647278799e-06,6.000210694690809,0.07735572590100025,ACTRot12,12.0,5.0,9.0,para
3,(2.6316028603925e-06-7.652113431254231e-07j),2.740598842310527e-06,6.000210694690809,0.03215410115112717,ACTRot12,12.0,5.0,9.0,para
9,(-8.636497810729648e-07+1.1020742355266917e-06j),1.4001637636216422e-06,6.000210694690809,0.016427434248522547,ACTRot12,12.0,5.0,9.0,para
7,(-6.138757509996688e-07+1.2237148430539683e-06j),1.3690586016588208e-06,6.000210694690809,0.01606249264939688,ACTRot12,12.0,5.0,9.0,para
5,(-9.818723926201235e-07+2.152443478343875e-07j),1.0051883030876437e-06,6.000210694690809,0.01179338102112057,ACTRot12,12.0,5.0,9.0,para
1,(8.769403927732344e-07+3.8094239618352115e-07j),9.561075052980796e-07,6.000210694690809,0.01121754010914924,ACTRot12,12.0,5.0,9.0,para
0,(3.699975050298525e-19+0j),3.699975050298525e-19,6.000210694690809,4.340999134468205e-15,ACTRot12,12.0,5.0,9.0,para
